Vertices                      Edges Prob.                   Max Weight                    Search Time
172                           0.75                          506                           0.12348246574401855
173                           0.125                         124                           0.0016345977783203125
173                           0.25                          176                           0.005040645599365234
173                           0.5                           295                           0.0262911319732666
173                           0.75                          598                           0.20875811576843262
174                           0.125                         96                            0.0009586811065673828
174                           0.25                          205                           0.007384061813354492
174                           0.5                           351                           0.033927202224731445
174                           0.75                          563                           0.14650797843933105
175                           0.125                         141                           0.0016591548919677734
175                           0.25                          153                           0.005265951156616211
175                           0.5                           282                           0.027025699615478516
175                           0.75                          513                           0.1300191879272461
176                           0.125                         138                           0.0016789436340332031
176                           0.25                          218                           0.00758814811706543
176                           0.5                           258                           0.020656585693359375
176                           0.75                          549                           0.13007044792175293
177                           0.125                         126                           0.0017185211181640625
177                           0.25                          202                           0.007706403732299805
177                           0.5                           253                           0.02163076400756836
177                           0.75                          544                           0.19713950157165527
178                           0.125                         135                           0.0017349720001220703
178                           0.25                          149                           0.005379438400268555
178                           0.5                           265                           0.027766942977905273
178                           0.75                          570                           0.17736339569091797
179                           0.125                         127                           0.0017371177673339844
179                           0.25                          146                           0.0053293704986572266
179                           0.5                           285                           0.028151750564575195
179                           0.75                          573                           0.17656683921813965
180                           0.125                         97                            0.001033782958984375
180                           0.25                          136                           0.003495454788208008
180                           0.5                           340                           0.03638863563537598
180                           0.75                          556                           0.17829632759094238
181                           0.125                         120                           0.0027451515197753906
181                           0.25                          151                           0.005496978759765625
181                           0.5                           247                           0.02191925048828125
181                           0.75                          645                           0.20422673225402832
182                           0.125                         144                           0.0018029212951660156
182                           0.25                          196                           0.008051156997680664
182                           0.5                           287                           0.02909708023071289
182                           0.75                          545                           0.18142938613891602
183                           0.125                         156                           0.0028104782104492188
183                           0.25                          173                           0.005594491958618164
183                           0.5                           342                           0.03759455680847168
183                           0.75                          465                           0.12029290199279785
184                           0.125                         142                           0.001840353012084961
184                           0.25                          196                           0.008255481719970703
184                           0.5                           235                           0.022725343704223633
184                           0.75                          574                           0.18615365028381348
185                           0.125                         135                           0.002012968063354492
185                           0.25                          156                           0.006219387054443359
185                           0.5                           273                           0.02340221405029297
185                           0.75                          508                           0.1673266887664795
186                           0.125                         179                           0.003113269805908203
186                           0.25                          186                           0.006584882736206055
186                           0.5                           337                           0.04825234413146973
186                           0.75                          557                           0.16363525390625
187                           0.125                         141                           0.0018994808197021484
187                           0.25                          171                           0.005926847457885742
187                           0.5                           226                           0.024446964263916016
187                           0.75                          562                           0.21347832679748535
188                           0.125                         179                           0.0030281543731689453
188                           0.25                          187                           0.008788347244262695
188                           0.5                           330                           0.03170275688171387
188                           0.75                          525                           0.15499472618103027
189                           0.125                         138                           0.002069711685180664
189                           0.25                          225                           0.009544849395751953
189                           0.5                           246                           0.024427413940429688
189                           0.75                          545                           0.17774367332458496
190                           0.125                         156                           0.0030922889709472656
190                           0.25                          207                           0.009851217269897461
190                           0.5                           243                           0.026071548461914062
190                           0.75                          523                           0.13156533241271973
191                           0.125                         127                           0.0019948482513427734
191                           0.25                          156                           0.006240129470825195
191                           0.5                           281                           0.03323221206665039
191                           0.75                          567                           0.16257739067077637
192                           0.125                         138                           0.001998424530029297
192                           0.25                          170                           0.007004737854003906
192                           0.5                           284                           0.025371789932250977
192                           0.75                          563                           0.18040966987609863
193                           0.125                         135                           0.0020906925201416016
193                           0.25                          137                           0.004138469696044922
193                           0.5                           325                           0.043662309646606445
193                           0.75                          566                           0.18904876708984375
194                           0.125                         138                           0.0020761489868164062
194                           0.25                          150                           0.006508350372314453
194                           0.5                           259                           0.03375053405761719
194                           0.75                          589                           0.24161362648010254
195                           0.125                         151                           0.003437042236328125
195                           0.25                          180                           0.006573677062988281
195                           0.5                           280                           0.03528761863708496
195                           0.75                          497                           0.1660623550415039
196                           0.125                         152                           0.0032982826232910156
196                           0.25                          200                           0.009521484375
196                           0.5                           320                           0.03443264961242676
196                           0.75                          571                           0.19437789916992188
197                           0.125                         141                           0.003461122512817383
197                           0.25                          180                           0.0068857669830322266
197                           0.5                           322                           0.046747684478759766
197                           0.75                          569                           0.21972131729125977
198                           0.125                         144                           0.002257823944091797
198                           0.25                          155                           0.006994009017944336
198                           0.5                           271                           0.0456547737121582
198                           0.75                          490                           0.1446840763092041
199                           0.125                         138                           0.0022759437561035156
199                           0.25                          186                           0.00698089599609375
199                           0.5                           295                           0.03624725341796875
199                           0.75                          481                           0.16995549201965332
